Gene,pvalue,estimate,adj_pvalue
PHOX2B.05580,0.34477591514289674,-0.007091690660148174,0.5696277570435123
PHOX2B.05581,0.018249524877158935,-0.03079772093957965,0.11057192365295229
PHOX2B.05583,0.401007416800267,-0.0065022269542574776,0.6176573591463493
PHOX2B.05585,0.013255920079860517,-0.019648706649086977,0.09270072942709026
PHOX2B.05586,0.034345924068764716,0.011477530074724702,0.15220740408021996
PHOX2B.05587,0.887830290917149,0.0011096713262644304,0.948457038703521
PHOX2B.05588,0.5416621496616286,0.002913821460752562,0.7332230236012983
PHOX2B.05589,0.01707291696238026,-0.016634544596570298,0.10639409993338265
PHOX2B.05590,0.09997878371661958,-0.007650125393984121,0.27955237776576025
PHOX2B.05591,0.013677979384993648,-0.018646257599025277,0.0941231832911723
PHOX2B.05592,0.002262030105684451,-0.017443895503185633,0.03853041682200403
PHOX2B.05593,0.34896253770197383,0.006441872514444369,0.573341873875134
PHOX2B.05594,0.5628537104078365,-0.0026125293566477002,0.7481127657020485
PHOX2B.05595,0.7680873533676021,0.0018926263568734643,0.8807608497734869
PHOX2B.05596,0.003747005532329489,-0.04669715240386448,0.04900840256406036
PHOX2B.05597,0.009493329951231625,-0.018784442306383008,0.07797467167678625
PHOX2B.05598,0.5910689283102515,-0.0035565886648015574,0.7686345647232685
PHOX2B.05601,0.026284471998802638,-0.009287518506125544,0.13266597202342212
PHOX2B.05602,0.4663673720337388,0.002122526964219604,0.67322209679868
PHOX2B.05603,0.1481687120374457,0.008311168762697253,0.3500848268099521
PHOX2B.05604,0.31721521563075455,0.0041792842705866045,0.5440358067133404
PHOX2B.05605,0.5422325160775627,0.004855479939540544,0.73342715597818
PHOX2B.05606,0.7679742126883156,0.0011552001969399616,0.8807060615870111
PHOX2B.05607,6.122844058532306e-5,-0.024969649529663757,0.007004259445764307
PHOX2B.05608,0.03868549298263226,0.013931812810669516,0.1627618390067998
PHOX2B.05609,0.7737069087875856,0.0027616050346202757,0.8840305012526013
PHOX2B.05610,0.07740034933778141,-0.007846070246206578,0.24027338092321815
PHOX2B.05611,0.08167389331145172,-0.010223493629592665,0.24801247169486473
PHOX2B.05612,0.13547473437719607,-0.02436333634064536,0.3323902254562554
PHOX2B.05613,0.9970283250675035,2.916327310043227e-5,0.998721745871428
PHOX2B.05614,0.526740916214037,0.0033057918175164237,0.7226717537496619
PHOX2B.05615,0.33402670387251987,0.005355439072565245,0.5610052967746091
PHOX2B.05616,0.7758639649023077,-0.0031030528187171555,0.885250334439234
PHOX2B.05618,0.5189937188989908,0.006103450797412757,0.7162094631799271
PHOX2B.05619,0.06677257282100892,-0.009244662237724957,0.22135743269317598
PHOX2B.05620,0.01215154874991877,-0.015380528680124789,0.08895467563873201
PHOX2B.05621,0.5382952291457008,0.0024656754540689505,0.7311942904363711
PHOX2B.05622,0.0034240326059990557,-0.028666026765671437,0.04647212855918623
PHOX2B.05623,0.7060994111815463,-0.004005933725265152,0.8449490924279409
PHOX2B.05624,0.33842408159560333,0.003086737769029301,0.5644293980718771
PHOX2B.05626,0.2618501684074437,-0.007339009611675972,0.48932113025938123
PHOX2B.05627,0.16100533289509147,0.006103898381576782,0.36694182990616375
PHOX2B.05631,0.05705853722409881,0.010163236318768485,0.20392872863329695
PHOX2B.05633,0.45096207692702,0.0031083907257489366,0.6608793190453431
PHOX2B.05635,0.9791486307766181,-1.2397720209251758e-4,0.9904888510658141
PHOX2B.05636,0.09377667291277288,0.007984648971566102,0.2699028575065519
PHOX2B.05638,0.20639220309762674,0.007010590464180159,0.42357602395262695
PHOX2B.05663,0.02017882047513406,-0.01983092201802689,0.11619877500500751
PHOX2B.05664,6.663879612311049e-4,-0.018336475903422154,0.021668819555950847
PHOX2B.05667,0.7237325929681616,0.003808114186871029,0.856349656807345
PHOX2B.05669,0.7697522960533393,0.0011481542639370373,0.8819356967471268
PHOX2B.05670,0.325560465769055,0.007528612575566853,0.5523885698498828
PHOX2B.05671,0.9082696347598477,-9.322430791438977e-4,0.9583910914796048
PHOX2B.05673,0.3045097454127685,-0.005591790549925136,0.5309782604291126
PHOX2B.05675,0.03259110450795846,0.010316960795221248,0.14905780543283875
PHOX2B.05676,0.14034033586851888,-0.0075272181365991795,0.3393425265626131
PHOX2B.05677,0.1710078470856933,0.010788160577497909,0.3794700764297326
PHOX2B.05678,0.5771661970716675,-0.004989802681978372,0.7591060175814321
PHOX2B.05679,0.003020449737209166,-0.02204724516844831,0.04376226278041522
PHOX2B.05682,0.1871525061522577,-0.009576699365191071,0.4001758636920015
PHOX2B.05683,0.021334220068533447,0.010082003099461324,0.11913743512952611
